age_Gyr,M_Msun,T_eff_K,L_Lsun,log_g,R_Gcm,D,Li,J,H,Ks,Lprime,Mprime,clio_3.9,new_Lprime
4.0,0.2,3262.0,-2.32,5.06,15.25,0.0,0.0,8.617,8.072,7.804,7.464,7.515,7.583610936749706,7.6168672694333805
4.0,0.3,3416.0,-1.97,4.96,20.84,0.0,0.0,7.804,7.243,6.99,6.69,6.733,6.80953434479596,6.83148850226965
4.0,0.4,3520.0,-1.71,4.88,26.4,0.0,0.0,7.195,6.618,6.377,6.108,6.156,6.238097420984867,6.250838988829135
4.0,0.5,3680.0,-1.45,4.79,32.65,0.0,0.0,6.593,5.986,5.765,5.544,5.61,5.6840040028085514,5.681285582304284
4.0,0.6,3979.0,-1.15,4.71,39.33,0.0,0.0,5.958,5.309,5.135,4.995,5.092,5.16063819072349,5.137622665211206
4.0,0.7,4418.0,-0.85,4.66,45.31,0.0,0.0,5.322,4.703,4.59,4.53,4.638,4.72380359868428,4.686903160956461
4.0,0.8,4878.0,-0.56,4.6,51.65,0.0,0.0003,4.742,4.25,4.168,4.125,4.205,4.310301886717827,4.271834361714509
4.0,0.9,5297.0,-0.29,4.53,59.62,0.0,0.0677,4.205,3.809,3.748,3.717,3.773,3.9122708826734525,3.873107752879287
4.0,1.0,5697.0,-0.03,4.44,69.72,0.0,0.306,3.683,3.361,3.314,3.294,3.329,3.489606254249809,3.4501283684938526
4.0,1.1,5996.0,0.23,4.31,84.48,0.0,0.574,3.146,2.874,2.832,2.818,2.837,3.0021364814854734,2.9622350839227662
4.0,1.2,6053.0,0.43,4.16,104.58,0.0,0.77,2.662,2.399,2.359,2.345,2.36,2.523066311176281,2.4832438735022824
5.0,0.07,1627.0,-4.3,5.37,6.28,0.0,0.0,14.062,12.939,12.057,10.852,11.438,10.868189632119996,11.014400113178318
5.0,0.072,1790.0,-4.12,5.37,6.38,0.0,0.0,13.159,12.319,11.658,10.58,11.223,10.591532733384437,10.724122521054266
5.0,0.09,2644.0,-3.25,5.28,7.9,0.0,0.0,10.687,10.193,9.87,9.337,9.604,9.39112992748295,9.478761121650892
5.0,0.1,2811.0,-3.06,5.24,8.72,0.0,0.0,10.284,9.766,9.449,8.978,9.142,9.054857925089086,9.1222254708396
5.0,0.2,3262.0,-2.32,5.06,15.27,0.0,0.0,8.613,8.068,7.8,7.46,7.511,7.583610936749706,7.6168672694333805
5.0,0.3,3416.0,-1.96,4.96,20.97,0.0,0.0,7.791,7.229,6.976,6.677,6.72,6.80953434479596,6.83148850226965
5.0,0.4,3521.0,-1.71,4.88,26.47,0.0,0.0,7.189,6.612,6.371,6.102,6.15,6.237516873761406,6.250167173388498
5.0,0.5,3682.0,-1.44,4.79,32.73,0.0,0.0,6.586,5.98,5.759,5.539,5.604,5.682996719417907,5.680102126366999
5.0,0.6,3984.0,-1.15,4.71,39.44,0.0,0.0,5.948,5.298,5.125,4.987,5.084,5.158611660288273,5.135311581557785
5.0,0.7,4430.0,-0.84,4.65,45.49,0.0,0.0,5.305,4.689,4.577,4.518,4.625,4.695578450414747,4.65859918852554
5.0,0.8,4896.0,-0.55,4.59,52.05,0.0,0.0002,4.714,4.227,4.146,4.104,4.183,4.281119329899154,4.2426706294347385
5.0,0.9,5325.0,-0.27,4.51,60.57,0.0,0.066,4.157,3.767,3.707,3.677,3.732,3.856407133319888,3.8172014042699507
5.0,1.0,5732.0,0.01,4.41,72.09,0.0,0.306,3.596,3.28,3.234,3.215,3.248,3.407600813153912,3.368092067571153
5.0,1.1,5971.0,0.27,4.26,89.89,0.0,0.574,3.021,2.745,2.704,2.688,2.709,2.8824020539738004,2.84257559137174
6.0,0.07,1626.0,-4.3,5.37,6.28,0.0,0.0,14.065,12.942,12.059,10.854,11.437,10.870971526674527,11.015993846769002
6.0,0.072,1789.0,-4.12,5.37,6.38,0.0,0.0,13.161,12.32,11.658,10.58,11.224,10.592079161179889,10.72472046381207
6.0,0.09,2645.0,-3.25,5.28,7.9,0.0,0.0,10.687,10.192,9.869,9.336,9.604,9.390380669427538,9.477887431003817
6.0,0.1,2811.0,-3.06,5.24,8.73,0.0,0.0,10.283,9.765,9.448,8.977,9.142,9.054857925089086,9.1222254708396
6.0,0.2,3263.0,-2.31,5.05,15.3,0.0,0.0,8.609,8.064,7.796,7.456,7.507,7.557931730997279,7.591204200736291
6.0,0.3,3416.0,-1.96,4.95,21.07,0.0,0.0,7.78,7.218,6.965,6.666,6.709,6.78420693856757,6.806162743924871
6.0,0.4,3521.0,-1.7,4.88,26.52,0.0,0.0,7.184,6.607,6.366,6.098,6.145,6.237516873761406,6.250167173388498
6.0,0.5,3683.0,-1.44,4.79,32.8,0.0,0.0,6.581,5.974,5.753,5.533,5.599,5.6824934279432515,5.679510881786136
6.0,0.6,3990.0,-1.14,4.71,39.54,0.0,0.0,5.938,5.287,5.115,4.979,5.077,5.156184806162996,5.132544759081234
6.0,0.7,4442.0,-0.83,4.65,45.66,0.0,0.0,5.288,4.675,4.565,4.506,4.613,4.692291765090561,4.655267997882996
6.0,0.8,4916.0,-0.53,4.59,52.47,0.0,0.0001,4.685,4.203,4.123,4.082,4.159,4.276315980483138,4.2377941326036614
6.0,0.9,5355.0,-0.24,4.5,61.58,0.0,0.0647,4.107,3.723,3.664,3.635,3.688,3.8250654233894665,3.7858085897465257
6.0,1.0,5764.0,0.05,4.37,75.02,0.0,0.306,3.496,3.186,3.14,3.122,3.153,3.3013261142410033,3.261787647018975
6.0,1.1,5847.0,0.3,4.19,96.57,0.0,0.574,2.914,2.619,2.575,2.557,2.584,2.7317111173221793,2.692051221630807
7.0,0.07,1626.0,-4.3,5.37,6.28,0.0,0.0,14.066,12.943,12.059,10.854,11.437,10.870971526674527,11.015993846769002
7.0,0.072,1789.0,-4.12,5.37,6.38,0.0,0.0,13.161,12.32,11.658,10.58,11.224,10.592079161179889,10.72472046381207
7.0,0.09,2645.0,-3.25,5.28,7.9,0.0,0.0,10.686,10.191,9.869,9.336,9.603,9.390380669427538,9.477887431003817
7.0,0.1,2811.0,-3.06,5.24,8.73,0.0,0.0,10.283,9.764,9.447,8.977,9.141,9.054857925089086,9.1222254708396
7.0,0.2,3263.0,-2.31,5.05,15.33,0.0,0.0,8.605,8.06,7.792,7.452,7.503,7.557931730997279,7.591204200736291
7.0,0.3,3416.0,-1.95,4.95,21.16,0.0,0.0,7.77,7.208,6.956,6.657,6.699,6.78420693856757,6.806162743924871
7.0,0.4,3522.0,-1.7,4.88,26.57,0.0,0.0,7.18,6.603,6.362,6.094,6.142,6.236936636792837,6.249495773386621
7.0,0.5,3685.0,-1.44,4.79,32.86,0.0,0.0,6.575,5.968,5.747,5.528,5.594,5.68148754435382,5.67832935764668
7.0,0.6,3995.0,-1.14,4.7,39.64,0.0,0.0,5.928,5.276,5.105,4.97,5.069,5.129074577065625,5.1050917329955166
7.0,0.7,4455.0,-0.82,4.65,45.85,0.0,0.0,5.271,4.661,4.552,4.494,4.6,4.688742381064727,4.651670704415723
7.0,0.8,4937.0,-0.52,4.58,52.91,0.0,0.0001,4.655,4.178,4.099,4.058,4.135,4.2463396983688,4.207731957032127
7.0,0.9,5387.0,-0.22,4.48,62.76,0.0,0.0639,4.051,3.673,3.615,3.587,3.638,3.7683674674547003,3.7290578046492096
7.0,1.0,5783.0,0.1,4.33,78.82,0.0,0.306,3.381,3.074,3.029,3.011,3.041,3.1977022287413877,3.158150329009355
8.0,0.07,1626.0,-4.3,5.37,6.28,0.0,0.0,14.066,12.943,12.06,10.854,11.437,10.870971526674527,11.015993846769002
8.0,0.072,1789.0,-4.12,5.37,6.38,0.0,0.0,13.16,12.32,11.658,10.58,11.224,10.592079161179889,10.72472046381207
8.0,0.09,2645.0,-3.25,5.28,7.9,0.0,0.0,10.685,10.191,9.868,9.335,9.602,9.390380669427538,9.477887431003817
8.0,0.1,2812.0,-3.06,5.24,8.73,0.0,0.0,10.282,9.764,9.447,8.977,9.141,9.054225638922475,9.121544890597296
8.0,0.2,3264.0,-2.31,5.05,15.36,0.0,0.0,8.6,8.055,7.787,7.447,7.498,7.557333828099495,7.590541118641433
8.0,0.3,3416.0,-1.95,4.95,21.24,0.0,0.0,7.762,7.2,6.948,6.649,6.692,6.78420693856757,6.806162743924871
8.0,0.4,3522.0,-1.7,4.87,26.6,0.0,0.0,7.176,6.599,6.358,6.09,6.138,6.211662103625275,6.224185777881212
8.0,0.5,3686.0,-1.44,4.79,32.93,0.0,0.0,6.57,5.962,5.742,5.523,5.589,5.680984951807362,5.6777390773884875
8.0,0.6,4001.0,-1.13,4.7,39.74,0.0,0.0,5.918,5.265,5.096,4.962,5.062,5.126672545388605,5.102360823182669
8.0,0.7,4467.0,-0.81,4.64,46.04,0.0,0.0,5.253,4.647,4.538,4.481,4.587,4.660546937571705,4.6233976771411776
8.0,0.8,4958.0,-0.5,4.57,53.38,0.0,0.0,4.624,4.153,4.075,4.035,4.11,4.216386120153917,4.177693274039947
8.0,0.9,5420.0,-0.19,4.46,64.08,0.0,0.0632,3.99,3.619,3.562,3.535,3.584,3.7115328640069256,3.6721936567582696
8.0,1.0,5772.0,0.15,4.28,83.22,0.0,0.306,3.268,2.96,2.914,2.895,2.926,3.075180624352813,3.035654782419746
9.0,0.07,1626.0,-4.3,5.37,6.28,0.0,0.0,14.066,12.943,12.059,10.854,11.437,10.870971526674527,11.015993846769002
9.0,0.072,1790.0,-4.12,5.37,6.38,0.0,0.0,13.16,12.32,11.658,10.58,11.224,10.591532733384437,10.724122521054266
9.0,0.09,2646.0,-3.25,5.28,7.9,0.0,0.0,10.685,10.19,9.867,9.335,9.601,9.389631928072694,9.477014442849319
9.0,0.1,2812.0,-3.06,5.24,8.73,0.0,0.0,10.282,9.763,9.446,8.976,9.14,9.054225638922475,9.121544890597296
9.0,0.2,3264.0,-2.31,5.05,15.39,0.0,0.0,8.595,8.05,7.782,7.443,7.493,7.557333828099495,7.590541118641433
9.0,0.3,3416.0,-1.95,4.94,21.3,0.0,0.0,7.755,7.193,6.94,6.642,6.685,6.758879631039512,6.780837083289525
9.0,0.4,3523.0,-1.7,4.87,26.64,0.0,0.0,7.173,6.595,6.354,6.087,6.135,6.2110823231595855,6.223514984295358
9.0,0.5,3688.0,-1.43,4.78,32.99,0.0,0.0,6.564,5.956,5.736,5.518,5.584,5.6548245434274005,5.651336367172947
9.0,0.6,4007.0,-1.13,4.7,39.83,0.0,0.0,5.908,5.255,5.087,4.955,5.055,5.124349224412129,5.09974978557247
9.0,0.7,4480.0,-0.8,4.64,46.23,0.0,0.0,5.236,4.632,4.525,4.469,4.574,4.657037232616961,4.619742711207356
9.0,0.8,4980.0,-0.49,4.56,53.89,0.0,0.0,4.591,4.125,4.048,4.008,4.083,4.186217490821116,4.147435783766075
9.0,0.9,5456.0,-0.16,4.44,65.69,0.0,0.0628,3.92,3.555,3.5,3.474,3.521,3.6541300834223995,3.6147858157012545
10.0,0.07,1626.0,-4.3,5.37,6.28,0.0,0.0,14.066,12.942,12.059,10.854,11.437,10.870971526674527,11.015993846769002
10.0,0.072,1790.0,-4.12,5.37,6.38,0.0,0.0,13.159,12.319,11.658,10.58,11.223,10.591532733384437,10.724122521054266
10.0,0.09,2646.0,-3.25,5.28,7.9,0.0,0.0,10.684,10.189,9.867,9.334,9.601,9.389631928072694,9.477014442849319
10.0,0.1,2812.0,-3.06,5.24,8.73,0.0,0.0,10.281,9.763,9.446,8.976,9.14,9.054225638922475,9.121544890597296
10.0,0.2,3265.0,-2.31,5.05,15.42,0.0,0.0,8.59,8.045,7.777,7.438,7.488,7.556736254279003,7.589878441257701
10.0,0.3,3416.0,-1.95,4.94,21.36,0.0,0.0,7.749,7.187,6.934,6.636,6.679,6.758879631039512,6.780837083289525
10.0,0.4,3524.0,-1.7,4.87,26.67,0.0,0.0,7.17,6.592,6.351,6.084,6.132,6.210502852130011,6.22284460488582
10.0,0.5,3689.0,-1.43,4.78,33.05,0.0,0.0,6.559,5.951,5.731,5.513,5.58,5.6543227199251325,5.650747169152782
10.0,0.6,4013.0,-1.12,4.7,39.92,0.0,0.0,5.898,5.244,5.077,4.947,5.047,5.122030864398067,5.0971450120665995
10.0,0.7,4493.0,-0.79,4.63,46.43,0.0,0.0,5.218,4.617,4.511,4.456,4.56,4.62861565970145,4.5911067460659325
10.0,0.8,5002.0,-0.47,4.55,54.44,0.0,0.0,4.557,4.096,4.02,3.981,4.054,4.156067864106422,4.11723829404921
10.0,0.9,5495.0,-0.12,4.42,67.6,0.0,0.0626,3.84,3.483,3.428,3.404,3.448,3.596157379888,3.556807563904898
