age_Gyr,M_Msun,T_eff_K,L_Lsun,log_g,R_Gcm,D,Li,J,H,Ks,Lprime,Mprime,clio_3.9,new_Lprime
0.008,0.4,3518.0,-0.99,4.16,60.6,0.0,0.926,5.385,4.735,4.51,4.282,4.354,4.418814763976778,4.428256030802361
0.008,0.5,3669.0,-0.84,4.18,66.24,0.0,0.449,5.071,4.383,4.18,3.999,4.09,4.151505374870346,4.145481922549083
0.008,0.6,3798.0,-0.72,4.2,70.82,0.0,0.0871,4.826,4.121,3.936,3.788,3.893,3.948758623269719,3.9322766922703667
0.008,0.7,3923.0,-0.61,4.22,75.13,0.0,0.104,4.604,3.889,3.723,3.604,3.72,3.783608817829054,3.7591844283647777
0.008,0.8,4049.0,-0.51,4.23,79.45,0.0,0.173,4.381,3.673,3.524,3.431,3.553,3.6188203779511325,3.588659501232461
0.008,0.9,4184.0,-0.41,4.23,83.59,0.0,0.282,4.166,3.48,3.347,3.272,3.395,3.4454057797065767,3.4105693390388074
0.008,1.0,4327.0,-0.3,4.23,88.11,0.0,0.448,3.948,3.295,3.177,3.114,3.231,3.289558062539583,3.2527699866966535
0.008,1.1,4481.0,-0.2,4.23,92.68,0.0,0.63,3.73,3.123,3.017,2.961,3.069,3.1434515962292107,3.105802765481779
0.008,1.2,4647.0,-0.09,4.22,98.1,0.0,0.785,3.494,2.938,2.844,2.793,2.89,2.979851836013526,2.9418616982602828
0.008,1.3,4837.0,0.04,4.2,104.42,0.0,0.882,3.24,2.74,2.656,2.609,2.694,2.7954467124348796,2.757133449221964
0.008,1.4,5064.0,0.18,4.17,112.4,0.0,0.938,2.951,2.508,2.435,2.395,2.466,2.586245497711891,2.5476452055393066
0.009,0.01,1635.0,-3.79,4.03,11.13,1.0,1.0,12.939,11.748,10.704,9.442,9.736,9.439049317309294,9.588438829483191
0.009,0.015,2268.0,-3.06,4.05,13.35,0.77,1.0,10.144,9.689,9.207,8.543,8.806,8.561791640603566,8.693702219980363
0.009,0.02,2522.0,-2.65,3.95,17.3,0.4915,1.0,9.178,8.735,8.308,7.744,7.872,7.797376380224517,7.895137055159566
0.009,0.03,2693.0,-2.35,3.93,21.54,0.0072,1.0,8.465,8.012,7.627,7.121,7.19,7.178662498618509,7.2593308629814395
0.009,0.04,2777.0,-2.29,4.05,21.7,0.0,1.0,8.341,7.876,7.514,7.036,7.096,7.101842228168733,7.175127083344028
0.009,0.05,2846.0,-2.19,4.09,23.28,0.0,1.0,8.106,7.632,7.289,6.834,6.888,6.915580054888094,6.984808969844625
0.009,0.06,2901.0,-2.1,4.11,24.79,0.0,1.0,7.905,7.423,7.095,6.659,6.709,6.7326865030193535,6.799743051426372
0.009,0.07,2947.0,-2.02,4.13,26.32,0.0,1.0,7.722,7.231,6.914,6.495,6.546,6.582264165198664,6.646958119870776
0.009,0.072,2955.0,-2.0,4.13,26.69,0.0,1.0,7.682,7.189,6.874,6.458,6.509,6.5460398016981705,6.610373819220846
0.009,0.075,2968.0,-1.98,4.13,27.17,0.0,1.0,7.628,7.134,6.822,6.41,6.461,6.492617764266573,6.556375018834468
0.009,0.08,2987.0,-1.94,4.13,28.18,0.0,1.0,7.526,7.027,6.72,6.317,6.367,6.410135232208342,6.472794089521644
0.009,0.09,3019.0,-1.87,4.13,29.77,0.0,1.0,7.374,6.868,6.567,6.174,6.223,6.261655944138748,6.321706183364589
0.009,0.1,3048.0,-1.84,4.16,30.29,0.0,1.0,7.312,6.797,6.501,6.116,6.162,6.20448329841606,6.261411754084439
0.009,0.2,3237.0,-1.44,4.16,42.78,0.0,1.0,6.381,5.815,5.553,5.233,5.28,5.3344657780213245,5.375227500331836
0.009,0.3,3363.0,-1.21,4.17,51.67,0.0,0.99,5.859,5.258,5.012,4.734,4.788,4.843033154774325,4.87001145143623
0.009,0.4,3512.0,-1.02,4.19,58.39,0.0,0.83,5.471,4.827,4.6,4.367,4.437,4.4979609618871965,4.508262765066622
0.009,0.5,3659.0,-0.88,4.21,63.8,0.0,0.149,5.16,4.48,4.274,4.086,4.174,4.231634421226608,4.226842352341239
0.009,0.6,3789.0,-0.76,4.23,68.24,0.0,0.0417,4.913,4.215,4.027,3.874,3.976,4.028109607822808,4.01253670741845
0.009,0.7,3916.0,-0.64,4.24,72.75,0.0,0.0624,4.679,3.968,3.8,3.677,3.791,3.836550843292791,3.812681829204479
0.009,0.8,4044.0,-0.54,4.26,76.78,0.0,0.119,4.459,3.753,3.604,3.507,3.629,3.695765207653206,3.6660984479192438
0.009,0.9,4185.0,-0.43,4.26,81.14,0.0,0.235,4.229,3.544,3.411,3.336,3.459,3.519953483274523,3.485234946263518
0.009,1.0,4344.0,-0.32,4.26,85.31,0.0,0.409,4.006,3.358,3.241,3.179,3.295,3.359598942955277,3.3227794446547105
0.009,1.1,4513.0,-0.21,4.25,90.3,0.0,0.612,3.764,3.167,3.063,3.008,3.114,3.1847237021180956,3.147017316094524
0.009,1.2,4702.0,-0.08,4.24,96.06,0.0,0.778,3.504,2.965,2.874,2.824,2.917,3.015653398280948,2.977593076710849
0.009,1.3,4927.0,0.06,4.21,103.0,0.0,0.881,3.217,2.74,2.661,2.617,2.696,2.7987090177662077,2.7602598276723
0.009,1.4,5201.0,0.23,4.17,112.42,0.0,0.938,2.878,2.466,2.399,2.364,2.427,2.5558659687830576,2.517014304757024
0.01,0.01,1570.0,-3.87,4.04,10.96,1.0,1.0,13.247,12.028,10.922,9.54,9.874,9.522386809786637,9.672912779046243
0.01,0.015,2261.0,-3.08,4.05,13.26,0.725,1.0,10.168,9.712,9.23,8.563,8.831,8.565732683145118,8.698775786900582
0.01,0.02,2519.0,-2.67,3.96,17.14,0.413,1.0,9.204,8.761,8.333,7.768,7.898,7.824667849992409,7.922875676633826
0.01,0.03,2682.0,-2.43,4.01,19.83,0.0001,1.0,8.662,8.207,7.82,7.31,7.386,7.385779746675736,7.466891488126141
0.01,0.04,2768.0,-2.35,4.1,20.49,0.0,1.0,8.475,8.009,7.646,7.166,7.23,7.2306835372894005,7.304245200600359
0.01,0.05,2843.0,-2.23,4.13,22.09,0.0,1.0,8.223,7.749,7.406,6.95,7.006,7.017396191826979,7.086287819317263
0.01,0.06,2900.0,-2.15,4.16,23.52,0.0,1.0,8.023,7.54,7.211,6.774,6.826,6.858278157958912,6.92484404449708
0.01,0.07,2946.0,-2.06,4.17,25.11,0.0,1.0,7.827,7.336,7.018,6.598,6.65,6.682864659041716,6.747186710634522
0.01,0.072,2954.0,-2.04,4.17,25.46,0.0,1.0,7.787,7.294,6.979,6.561,6.613,6.646637184406834,6.710601150482875
0.01,0.075,2967.0,-2.02,4.17,25.92,0.0,1.0,7.734,7.239,6.926,6.513,6.565,6.593268859881901,6.656637786073231
0.01,0.08,2987.0,-1.98,4.17,26.87,0.0,1.0,7.631,7.132,6.825,6.42,6.471,6.510495633015742,6.572580565700147
0.01,0.09,3021.0,-1.91,4.17,28.38,0.0,1.0,7.478,6.972,6.671,6.277,6.326,6.360709617959102,6.420012434623303
0.01,0.1,3050.0,-1.87,4.19,29.18,0.0,1.0,7.392,6.877,6.581,6.195,6.241,6.2783023166747265,6.3346542509628945
0.01,0.2,3240.0,-1.47,4.19,41.2,0.0,1.0,6.461,5.896,5.633,5.313,5.359,5.407968249984879,5.448020372851516
0.01,0.3,3363.0,-1.23,4.2,50.02,0.0,0.979,5.93,5.331,5.085,4.805,4.858,4.918625262987301,4.9455234363117855
0.01,0.4,3508.0,-1.05,4.22,56.48,0.0,0.663,5.547,4.908,4.679,4.444,4.511,4.576049820371178,4.586975279599047
0.01,0.5,3651.0,-0.91,4.24,61.7,0.0,0.0237,5.239,4.566,4.357,4.165,4.25,4.310884409445957,4.307137550684318
0.01,0.6,3781.0,-0.79,4.26,66.09,0.0,0.0202,4.989,4.296,4.106,3.948,4.048,4.107060478076381,4.0923326145095675
0.01,0.7,3908.0,-0.67,4.27,70.47,0.0,0.0357,4.753,4.047,3.876,3.75,3.862,3.9150129093400206,3.891854945679688
0.01,0.8,4041.0,-0.57,4.28,74.67,0.0,0.0861,4.521,3.818,3.667,3.569,3.69,3.746946334291957,3.717596712590765
0.01,0.9,4191.0,-0.46,4.29,78.61,0.0,0.191,4.293,3.61,3.478,3.403,3.525,3.593024961470391,3.5583345296276487
0.01,1.0,4363.0,-0.34,4.28,83.38,0.0,0.383,4.042,3.4,3.284,3.223,3.338,3.404163959977587,3.367150784677608
0.01,1.1,4553.0,-0.21,4.27,88.29,0.0,0.597,3.785,3.2,3.1,3.046,3.149,3.22399929592907,3.1861544555128294
0.01,1.2,4768.0,-0.07,4.25,94.49,0.0,0.774,3.499,2.979,2.891,2.843,2.932,3.024201459220903,2.9859682936515286
0.01,1.3,5038.0,0.09,4.22,102.32,0.0,0.88,3.169,2.719,2.645,2.605,2.677,2.7974011293437466,2.758801052114083
0.01,1.4,5363.0,0.29,4.16,113.92,0.0,0.938,2.769,2.39,2.33,2.3,2.353,2.4956275252757694,2.456477301346673
0.02,0.01,1395.0,-4.15,4.11,10.15,0.995,1.0,13.61,12.422,11.569,10.331,10.971,10.240037526095318,10.478219770670286
0.02,0.015,2209.0,-3.15,4.09,12.7,0.392,1.0,10.391,9.916,9.413,8.712,8.991,8.718534555835648,8.857045935954858
0.02,0.02,2411.0,-2.92,4.14,13.9,0.001,1.0,9.805,9.372,8.929,8.323,8.522,8.361363951502955,8.474306216281265
0.02,0.03,2555.0,-2.84,4.33,13.64,0.0,1.0,9.634,9.186,8.784,8.231,8.392,8.280376235273451,8.37601546275771
0.02,0.04,2681.0,-2.68,4.38,14.94,0.0,1.0,9.251,8.782,8.41,7.907,8.013,7.978780684810259,8.056786124519192
0.02,0.05,2811.0,-2.52,4.4,16.32,0.0,1.0,8.914,8.444,8.094,7.627,7.699,7.7139563197291885,7.782812052072117
0.02,0.06,2883.0,-2.41,4.41,17.63,0.0,1.0,8.673,8.187,7.853,7.408,7.473,7.493222227430043,7.55765042040621
0.02,0.07,2940.0,-2.31,4.41,19.0,0.0,1.0,8.45,7.955,7.633,7.205,7.266,7.28778879912255,7.3493965905571255
0.02,0.072,2950.0,-2.29,4.41,19.26,0.0,1.0,8.409,7.913,7.593,7.168,7.228,7.250717626892337,7.311679315053603
0.02,0.075,2964.0,-2.27,4.41,19.6,0.0,1.0,8.354,7.857,7.54,7.12,7.178,7.1973812517922635,7.257451847560006
0.02,0.08,2986.0,-2.22,4.41,20.32,0.0,1.0,8.25,7.75,7.438,7.025,7.082,7.113293368986154,7.171994493124531
0.02,0.09,3025.0,-2.15,4.41,21.45,0.0,1.0,8.093,7.585,7.28,6.88,6.932,6.960230940556978,7.0158009442178
0.02,0.1,3059.0,-2.1,4.42,22.4,0.0,1.0,7.965,7.449,7.151,6.762,6.809,6.849068934269824,6.9015170577030585
0.02,0.2,3263.0,-1.67,4.41,32.27,0.0,0.852,6.976,6.416,6.152,5.829,5.871,5.947998015687124,5.984368074461716
0.02,0.3,3392.0,-1.42,4.4,39.62,0.0,0.0061,6.412,5.822,5.575,5.294,5.343,5.405856777919115,5.430002991704806
0.02,0.4,3500.0,-1.25,4.42,45.08,0.0,0.0,6.045,5.435,5.198,4.945,5.002,5.086711812096065,5.099551886129349
0.02,0.5,3609.0,-1.11,4.43,49.81,0.0,0.0,5.738,5.105,4.881,4.66,4.729,4.811951702486194,4.813289060869883
0.02,0.6,3733.0,-0.98,4.43,54.09,0.0,0.0,5.459,4.802,4.598,4.412,4.496,4.555861959082187,4.54625702473199
0.02,0.7,3894.0,-0.85,4.44,58.17,0.0,0.0004,5.178,4.497,4.318,4.176,4.278,4.347653642120221,4.327010895063691
0.02,0.8,4102.0,-0.69,4.43,62.75,0.0,0.0095,4.844,4.159,4.015,3.923,4.041,4.097821903949967,4.066598715785684
0.02,0.9,4406.0,-0.5,4.42,67.75,0.0,0.0894,4.46,3.831,3.718,3.661,3.772,3.855837071853909,3.818408798449397
0.02,1.0,4793.0,-0.28,4.38,74.18,0.0,0.308,4.007,3.494,3.408,3.361,3.447,3.5399683836146756,3.5016419799609495
0.02,1.1,5302.0,0.01,4.32,84.06,0.0,0.575,3.458,3.065,3.004,2.972,3.028,3.169609525664235,3.1305033604410286
0.02,1.2,5911.0,0.35,4.2,100.35,0.0,0.77,2.805,2.52,2.478,2.461,2.484,2.6496752049942076,2.609974508956272
0.02,1.3,6330.0,0.41,4.29,94.01,0.0,0.88,2.792,2.566,2.533,2.523,2.526,2.70838102095371,2.6684843658496433
0.02,1.4,6475.0,0.5,4.28,99.24,0.0,0.938,2.625,2.419,2.388,2.38,2.378,2.577129076216651,2.537236502349471
0.03,0.01,1298.0,-4.31,4.15,9.7,0.99,1.0,13.839,12.716,12.093,10.646,11.454,10.446040589635981,10.800056060529998
0.03,0.015,2139.0,-3.26,4.14,12.01,0.1635,1.0,10.643,10.136,9.62,8.886,9.197,8.887815515636174,9.033966186809305
0.03,0.02,2184.0,-3.29,4.33,11.14,0.0,1.0,10.734,10.229,9.73,9.006,9.321,9.011068402991265,9.152700039071288
0.03,0.03,2448.0,-3.05,4.46,11.71,0.0,1.0,10.103,9.67,9.256,8.662,8.895,8.68986407167394,8.80016153576869
0.03,0.04,2632.0,-2.83,4.5,12.95,0.0,1.0,9.617,9.166,8.788,8.266,8.408,8.325089237028434,8.410825480642295
0.03,0.05,2755.0,-2.68,4.53,14.05,0.0,1.0,9.296,8.819,8.464,7.984,8.078,8.06614469840772,8.137843295723101
0.03,0.06,2860.0,-2.55,4.53,15.25,0.0,1.0,9.014,8.529,8.192,7.738,7.814,7.808143895049224,7.873327648753729
0.03,0.07,2925.0,-2.45,4.54,16.33,0.0,1.0,8.798,8.302,7.977,7.543,7.611,7.622858085373601,7.684007633188889
0.03,0.072,2936.0,-2.43,4.54,16.55,0.0,1.0,8.756,8.259,7.936,7.505,7.573,7.585074309679194,7.6455103435024725
0.03,0.075,2952.0,-2.4,4.54,16.94,0.0,1.0,8.688,8.19,7.87,7.444,7.51,7.530367553921563,7.589783235742735
0.03,0.08,2977.0,-2.36,4.54,17.46,0.0,0.999,8.594,8.093,7.778,7.36,7.424,7.444265708722489,7.502127253978941
0.03,0.09,3020.0,-2.28,4.54,18.51,0.0,0.997,8.421,7.913,7.606,7.202,7.26,7.288736108567985,7.343399010566692
0.03,0.1,3056.0,-2.22,4.55,19.42,0.0,0.99,8.28,7.763,7.464,7.072,7.123,7.1760086857799,7.227505492602891
0.03,0.2,3279.0,-1.78,4.53,27.91,0.0,0.0078,7.278,6.722,6.457,6.135,6.175,6.2408823233954696,6.275496963282793
0.03,0.3,3413.0,-1.54,4.53,34.26,0.0,0.0,6.712,6.129,5.881,5.599,5.645,5.722306391244695,5.744440610313796
0.03,0.4,3508.0,-1.36,4.53,39.56,0.0,0.0,6.323,5.724,5.485,5.227,5.28,5.36051481107931,5.373068398572797
0.03,0.5,3602.0,-1.23,4.54,43.98,0.0,0.0,6.014,5.397,5.169,4.937,5.001,5.093297695056992,5.096035164655049
0.03,0.6,3739.0,-1.08,4.53,48.54,0.0,0.0,5.689,5.046,4.839,4.647,4.727,4.805267716404059,4.796080077326306
0.03,0.7,3960.0,-0.9,4.52,53.21,0.0,0.0,5.319,4.644,4.474,4.344,4.448,4.523255928607519,4.499916396339714
0.03,0.8,4320.0,-0.66,4.49,58.49,0.0,0.0054,4.84,4.189,4.069,4.005,4.12,4.182340436123282,4.145917931751754
0.03,0.9,4848.0,-0.37,4.45,64.92,0.0,0.083,4.264,3.765,3.682,3.637,3.719,3.8155285809243655,3.7771689413495197
0.03,1.0,5520.0,-0.03,4.39,73.88,0.0,0.307,3.636,3.283,3.23,3.206,3.249,3.401739347025589,3.362378967774963
0.03,1.1,5897.0,0.07,4.43,73.32,0.0,0.575,3.489,3.201,3.159,3.143,3.168,3.320046762512489,3.280180764568011
0.03,1.2,6052.0,0.19,4.4,79.48,0.0,0.77,3.257,2.991,2.952,2.939,2.955,3.1212267627427126,3.081269001476716
0.03,1.3,6335.0,0.38,4.33,90.28,0.0,0.88,2.878,2.652,2.619,2.61,2.612,2.807080910974989,2.7671563323841006
0.03,1.4,6743.0,0.56,4.28,98.19,0.0,0.938,2.563,2.39,2.364,2.358,2.353,2.5318841157156635,2.4921769383143966
0.04,0.01,1206.0,-4.47,4.18,9.4,0.985,1.0,14.065,13.057,12.628,10.983,11.741,10.658098216380246,11.145393986331797
0.04,0.015,1996.0,-3.45,4.21,11.07,0.0368,1.0,11.149,10.582,10.007,9.181,9.504,9.168929452433419,9.324549123966388
0.04,0.02,2005.0,-3.52,4.41,10.13,0.0,1.0,11.283,10.728,10.189,9.359,9.721,9.341529066578339,9.49737857837211
0.04,0.03,2366.0,-3.18,4.54,10.71,0.0,1.0,10.435,9.975,9.552,8.924,9.213,8.945678149426753,9.067262287827598
0.04,0.04,2581.0,-2.95,4.59,11.73,0.0,1.0,9.912,9.462,9.08,8.536,8.72,8.596493068744412,8.690447076457023
0.04,0.05,2699.0,-2.8,4.61,12.82,0.0,1.0,9.558,9.074,8.715,8.219,8.342,8.297641608265756,8.374579676420183
0.04,0.06,2830.0,-2.65,4.62,13.75,0.0,1.0,9.27,8.786,8.445,7.983,8.07,8.052344853614688,8.119184594619144
0.04,0.07,2904.0,-2.55,4.63,14.8,0.0,0.999,9.034,8.537,8.21,7.77,7.849,7.86115567315452,7.923556339184893
0.04,0.072,2916.0,-2.53,4.63,15.0,0.0,0.998,8.991,8.493,8.169,7.732,7.81,7.822227248928877,7.883782068117421
0.04,0.075,2933.0,-2.5,4.63,15.26,0.0,0.996,8.934,8.434,8.113,7.683,7.758,7.766424433342659,7.82683164917128
0.04,0.08,2961.0,-2.45,4.63,15.81,0.0,0.993,8.826,8.323,8.008,7.586,7.658,7.678232707268869,7.736867023823325
0.04,0.09,3007.0,-2.38,4.63,16.76,0.0,0.973,8.647,8.14,7.833,7.426,7.493,7.521006342244688,7.576634133963238
0.04,0.1,3046.0,-2.31,4.63,17.55,0.0,0.906,8.51,7.994,7.695,7.299,7.358,7.38133387527112,7.433514163288178
0.04,0.2,3280.0,-1.87,4.62,25.23,0.0,0.0,7.498,6.943,6.679,6.354,6.396,6.466620011716073,6.50080864074048
0.04,0.3,3410.0,-1.62,4.61,31.1,0.0,0.0,6.927,6.349,6.1,5.814,5.859,5.92641036592153,5.948934445971073
0.04,0.4,3509.0,-1.44,4.61,36.07,0.0,0.0,6.524,5.931,5.691,5.43,5.482,5.562064376946862,5.5748502595190494
0.04,0.5,3606.0,-1.29,4.6,40.68,0.0,0.0,6.179,5.567,5.339,5.106,5.168,5.242486417644504,5.245258904566454
0.04,0.6,3771.0,-1.12,4.59,45.42,0.0,0.0,5.809,5.167,4.963,4.776,4.858,4.942676534076328,4.931506408933014
0.04,0.7,4084.0,-0.88,4.56,50.73,0.0,0.0,5.318,4.646,4.497,4.393,4.505,4.575205617860796,4.545788763909838
0.04,0.8,4645.0,-0.57,4.52,56.52,0.0,0.005,4.691,4.133,4.038,3.989,4.084,4.169120593846772,4.130993977679643
0.04,0.9,5301.0,-0.25,4.48,62.55,0.0,0.0828,4.099,3.705,3.644,3.613,3.669,3.7867740016514517,3.747623374974945
0.04,1.0,5570.0,-0.15,4.52,63.12,0.0,0.307,3.954,3.61,3.558,3.536,3.577,3.715391173426384,3.6758823074382594
0.04,1.1,5822.0,0.02,4.47,70.57,0.0,0.575,3.604,3.302,3.259,3.242,3.27,3.4354229058507535,3.3957468382309814
0.04,1.2,6090.0,0.21,4.39,80.33,0.0,0.77,3.22,2.959,2.922,2.909,2.922,3.0892357147320686,3.0493224803545886
0.04,1.3,6413.0,0.4,4.33,90.32,0.0,0.88,2.85,2.635,2.603,2.595,2.595,2.793124744073048,2.7531567837358435
0.04,1.4,6757.0,0.56,4.29,97.46,0.0,0.938,2.575,2.403,2.377,2.372,2.366,2.554561196336638,2.5148410614588643
0.05,0.015,1760.0,-3.74,4.28,10.24,0.0041,1.0,12.42,11.41,10.588,9.54,9.888,9.535071450199172,9.690555891618951
0.05,0.02,1838.0,-3.72,4.46,9.59,0.0,1.0,12.164,11.293,10.599,9.62,9.951,9.611892263464233,9.764494390313263
0.05,0.03,2304.0,-3.28,4.59,10.08,0.0,1.0,10.61,10.186,9.767,9.111,9.446,9.11730499962415,9.248063127895009
0.05,0.04,2525.0,-3.05,4.65,10.96,0.0,1.0,10.151,9.687,9.3,8.734,8.96,8.789858801204499,8.891429545686398
0.05,0.05,2671.0,-2.88,4.67,11.95,0.0,1.0,9.752,9.274,8.912,8.404,8.552,8.470052020263743,8.550798316119426
0.05,0.06,2804.0,-2.73,4.69,12.8,0.0,0.999,9.455,8.97,8.626,8.156,8.253,8.242876862643305,8.310729063878426
0.05,0.07,2882.0,-2.63,4.69,13.7,0.0,0.992,9.224,8.727,8.399,7.953,8.04,8.025100943338984,8.088709870689144
0.05,0.072,2896.0,-2.61,4.7,13.88,0.0,0.989,9.18,8.681,8.356,7.914,7.999,8.010383289864755,8.073173920159245
0.05,0.075,2916.0,-2.57,4.69,14.2,0.0,0.982,9.109,8.609,8.286,7.851,7.934,7.927435578304641,7.988888100451353
0.05,0.08,2945.0,-2.53,4.7,14.63,0.0,0.96,9.011,8.508,8.191,7.765,7.845,7.862557697116222,7.922026940000485
0.05,0.09,2996.0,-2.45,4.69,15.53,0.0,0.862,8.823,8.316,8.009,7.598,7.673,7.677293258963046,7.733657038693797
0.05,0.1,3037.0,-2.38,4.7,16.3,0.0,0.596,8.68,8.165,7.865,7.466,7.532,7.561175813430165,7.613981797266228
0.05,0.2,3280.0,-1.94,4.69,23.29,0.0,0.0,7.673,7.12,6.855,6.529,6.572,6.642644176031088,6.676555307048487
0.05,0.3,3407.0,-1.69,4.68,28.86,0.0,0.0,7.094,6.52,6.269,5.98,6.025,6.105333471595586,6.1281054609388885
0.05,0.4,3512.0,-1.5,4.67,33.63,0.0,0.0,6.675,6.085,5.845,5.582,5.633,5.711971531412131,5.72469688150373
