# !  MKO filter system                                                                                                                                                                                    



#   t (Gyr) =  0.001
#---------------------------------------------------------------------------------------------------------------------------

age_Gyr  M_Msun   Teff(K)   L/Ls  lg(g)   R(Gm)   D      Li            J             H            Ks        Lprime             M'          
0.090  0.0300  2023.   -3.61   4.70   0.89  0.0000  1.0000        11.686        10.986        10.466         9.586         9.695  
0.090  0.0400  2311.   -3.33   4.77   0.95  0.0000  1.0000        10.834        10.315         9.926         9.230         9.394  
0.090  0.0500  2521.   -3.12   4.81   1.01  0.0000  0.9990        10.361         9.861         9.497         8.908         9.037  
0.090  0.0600  2669.   -2.97   4.84   1.08  0.0000  0.9790        10.042         9.526         9.166         8.642         8.743  
0.090  0.0700  2778.   -2.84   4.85   1.15  0.0000  0.8180         9.769         9.240         8.892         8.407         8.484  
0.090  0.0720  2796.   -2.82   4.85   1.16  0.0000  0.7370         9.725         9.194         8.848         8.370         8.443  
0.090  0.0750  2821.   -2.79   4.85   1.19  0.0000  0.6090         9.649         9.115         8.772         8.302         8.370  
0.090  0.0800  2856.   -2.74   4.85   1.22  0.0000  0.2860         9.554         9.017         8.678         8.219         8.279  
0.090  0.0900  2917.   -2.66   4.85   1.29  0.0000  0.0042         9.367         8.824         8.493         8.052         8.101  
0.090  0.1000  2966.   -2.58   4.86   1.36  0.0000  0.0000         9.204         8.657         8.333         7.907         7.950  
0.090  0.1100  3059.   -2.51   4.88   1.38  0.0000  0.0008         9.069         8.514         8.204         7.805         7.834  
0.090  0.1300  3135.   -2.40   4.88   1.51  0.0000  0.0000         8.807         8.246         7.946         7.570         7.590  
0.090  0.1500  3202.   -2.30   4.88   1.62  0.0000  0.0000         8.585         8.018         7.728         7.371         7.391  
0.090  0.1750  3254.   -2.20   4.87   1.76  0.0000  0.0000         8.350         7.779         7.496         7.153         7.173  
0.090  0.2000  3300.   -2.11   4.87   1.89  0.0000  0.0000         8.145         7.571         7.293         6.963         6.983  
0.090  0.2500  3371.   -1.96   4.86   2.15  0.0000  0.0000         7.807         7.225         6.956         6.646         6.668  
0.090  0.3000  3421.   -1.85   4.85   2.38  0.0000  0.0000         7.533         6.947         6.683         6.387         6.412  
0.090  0.3500  3468.   -1.74   4.83   2.62  0.0000  0.0000         7.284         6.694         6.434         6.150         6.180  
0.090  0.4000  3520.   -1.64   4.81   2.85  0.0000  0.0000         7.055         6.460         6.206         5.935         5.970  
0.090  0.4500  3574.   -1.53   4.78   3.13  0.0000  0.0000         6.812         6.212         5.962         5.704         5.744  
0.090  0.5000  3641.   -1.42   4.75   3.43  0.0000  0.0000         6.558         5.952         5.710         5.468         5.514  
0.090  0.5700  3824.   -1.22   4.69   3.92  0.0000  0.0000         6.125         5.501         5.283         5.087         5.150  
0.090  0.6000  3947.   -1.12   4.67   4.13  0.0000  0.0000         5.907         5.272         5.076         4.913         4.988  
0.090  0.6200  4040.   -1.05   4.65   4.27  0.0000  0.0000         5.760         5.119         4.940         4.802         4.887  
0.090  0.7000  4296.   -0.88   4.64   4.63  0.0000  0.0021         5.373         4.747         4.610         4.527         4.635  
0.090  0.7500  4433.   -0.78   4.63   4.86  0.0000  0.0284         5.163         4.552         4.435         4.378         4.487  
0.090  0.8000  4603.   -0.65   4.59   5.21  0.0000  0.1400         4.891         4.327         4.224         4.179         4.278  
0.090  0.8500  4770.   -0.53   4.56   5.60  0.0000  0.3290         4.626         4.113         4.020         3.978         4.067  
0.090  0.9000  4948.   -0.41   4.52   5.98  0.0000  0.5290         4.379         3.911         3.829         3.792         3.871  
0.090  0.9500  5116.   -0.29   4.49   6.37  0.0000  0.6850         4.150         3.724         3.648         3.615         3.685  
0.090  1.0000  5263.   -0.19   4.46   6.78  0.0000  0.7890         3.939         3.544         3.476         3.448         3.511  
0.090  1.0500  5411.   -0.08   4.42   7.25  0.0000  0.8560         3.722         3.355         3.295         3.271         3.326  
0.090  1.1000  5560.    0.02   4.39   7.74  0.0000  0.9020         3.514         3.174         3.119         3.097         3.146  
0.090  1.1500  5713.    0.12   4.35   8.22  0.0000  0.9330         3.317         3.002         2.953         2.937         2.978  
0.090  1.2000  5882.    0.22   4.33   8.67  0.0000  0.9550         3.134         2.844         2.801         2.788         2.819  
0.090  1.3000  6226.    0.39   4.29   9.44  0.0000  0.9790         2.817         2.581         2.543         2.536         2.549  
0.090  1.4000  6639.    0.54   4.28   9.92  0.0000  0.9900         2.571         2.389         2.359         2.357         2.355  
0.100  0.0020   425.   -6.38   3.58   0.84  1.0000  1.0000        18.959        20.117        21.817        16.204        15.478  
0.100  0.0030   493.   -6.11   3.75   0.85  1.0000  1.0000        17.999        18.989        20.089        15.358        15.040  
0.100  0.0040   563.   -5.88   3.87   0.85  1.0000  1.0000        17.296        18.007        18.647        14.636        14.521  
0.100  0.0050   630.   -5.69   3.97   0.85  1.0000  1.0000        16.630        17.239        17.598        14.105        14.109  
0.100  0.0060   688.   -5.53   4.05   0.84  1.0000  1.0000        16.128        16.759        17.030        13.780        13.794  
0.100  0.0070   760.   -5.36   4.12   0.84  1.0000  1.0000        15.667        16.099        16.304        13.335        13.528  
0.100  0.0080   816.   -5.25   4.18   0.84  1.0000  1.0000        15.326        15.639        15.788        13.023        13.321  
0.100  0.0090   886.   -5.10   4.23   0.84  1.0000  1.0000        14.932        15.188        15.263        12.699        12.972  
0.100  0.0100   953.   -4.98   4.28   0.83  0.9850  1.0000        14.645        14.752        14.796        12.394        12.707  
0.100  0.0120  1335.   -4.33   4.30   0.90  0.5300  1.0000        13.628        12.796        12.391        10.709        11.551  
0.100  0.0150  1399.   -4.28   4.42   0.87  0.0000  1.0000        13.399        12.680        12.254        10.657        11.374  
0.100  0.0200  1561.   -4.11   4.57   0.85  0.0000  1.0000        12.873        12.242        11.752        10.417        10.926  
0.100  0.0300  1979.   -3.67   4.72   0.88  0.0000  1.0000        11.810        11.131        10.615         9.700         9.853  
0.100  0.0400  2270.   -3.39   4.80   0.92  0.0000  1.0000        10.984        10.445        10.048         9.324         9.485  
0.100  0.0500  2493.   -3.17   4.84   0.98  0.0000  0.9990        10.457         9.959         9.598         8.994         9.129  
0.100  0.0600  2648.   -3.01   4.86   1.05  0.0000  0.9650        10.129         9.614         9.256         8.723         8.834  
0.100  0.0700  2762.   -2.88   4.87   1.11  0.0000  0.6950         9.857         9.329         8.981         8.490         8.572  
0.100  0.0720  2782.   -2.86   4.88   1.13  0.0000  0.5810         9.808         9.278         8.931         8.448         8.527  
0.100  0.0750  2809.   -2.82   4.87   1.15  0.0000  0.4000         9.731         9.199         8.855         8.381         8.455  
0.100  0.0800  2846.   -2.78   4.88   1.18  0.0000  0.0941         9.636         9.099         8.760         8.297         8.363  
0.100  0.0900  2910.   -2.69   4.88   1.25  0.0000  0.0000         9.448         8.904         8.573         8.131         8.182  
0.100  0.1000  2960.   -2.62   4.89   1.31  0.0000  0.0000         9.288         8.740         8.416         7.989         8.035  
0.100  0.1100  3051.   -2.55   4.91   1.33  0.0000  0.0001         9.156         8.601         8.290         7.889         7.922  
0.100  0.1300  3129.   -2.43   4.91   1.45  0.0000  0.0000         8.892         8.331         8.032         7.653         7.675  
0.100  0.1500  3199.   -2.33   4.91   1.57  0.0000  0.0000         8.655         8.089         7.799         7.440         7.461  
0.100  0.1750  3253.   -2.23   4.90   1.71  0.0000  0.0000         8.419         7.849         7.565         7.222         7.242  
0.100  0.2000  3299.   -2.14   4.90   1.84  0.0000  0.0000         8.214         7.640         7.363         7.032         7.053  
0.100  0.2500  3372.   -1.99   4.88   2.08  0.0000  0.0000         7.874         7.293         7.024         6.713         6.736  
0.100  0.3000  3424.   -1.87   4.87   2.31  0.0000  0.0000         7.599         7.014         6.750         6.454         6.479  
0.100  0.3500  3471.   -1.77   4.86   2.54  0.0000  0.0000         7.350         6.761         6.502         6.218         6.248  
0.100  0.4000  3525.   -1.66   4.83   2.79  0.0000  0.0000         7.104         6.510         6.256         5.985         6.020  
0.100  0.4500  3583.   -1.55   4.80   3.06  0.0000  0.0000         6.854         6.254         6.006         5.750         5.789  
0.100  0.5000  3658.   -1.43   4.77   3.37  0.0000  0.0000         6.580         5.974         5.733         5.495         5.542  
0.100  0.5700  3864.   -1.22   4.70   3.87  0.0000  0.0000         6.119         5.493         5.282         5.095         5.161  
0.100  0.6000  3987.   -1.12   4.68   4.06  0.0000  0.0000         5.915         5.280         5.090         4.936         5.014  
0.100  0.6200  4063.   -1.06   4.67   4.19  0.0000  0.0000         5.780         5.140         4.966         4.832         4.919  
0.100  0.7000  4246.   -0.91   4.65   4.55  0.0000  0.0020         5.454         4.822         4.677         4.583         4.686  
0.100  0.7500  4426.   -0.78   4.63   4.86  0.0000  0.0283         5.169         4.556         4.438         4.381         4.490  
0.100  0.8000  4603.   -0.65   4.59   5.22  0.0000  0.1400         4.885         4.322         4.219         4.173         4.273  
0.100  0.8500  4771.   -0.53   4.56   5.60  0.0000  0.3290         4.624         4.111         4.018         3.976         4.065  
0.100  0.9000  4950.   -0.41   4.52   5.98  0.0000  0.5280         4.377         3.909         3.826         3.790         3.868  
0.100  0.9500  5116.   -0.29   4.49   6.38  0.0000  0.6850         4.149         3.723         3.647         3.614         3.684  
0.100  1.0000  5265.   -0.19   4.46   6.79  0.0000  0.7890         3.936         3.542         3.474         3.446         3.508  
0.100  1.0500  5420.   -0.08   4.42   7.26  0.0000  0.8560         3.715         3.349         3.289         3.265         3.320  
0.100  1.1000  5568.    0.02   4.39   7.74  0.0000  0.9020         3.509         3.170         3.116         3.094         3.142  
0.100  1.1500  5721.    0.12   4.35   8.22  0.0000  0.9330         3.313         2.999         2.951         2.935         2.975  
0.100  1.2000  5882.    0.22   4.33   8.67  0.0000  0.9550         3.134         2.844         2.801         2.788         2.819  
0.100  1.3000  6229.    0.39   4.29   9.44  0.0000  0.9790         2.816         2.580         2.542         2.536         2.548  
0.100  1.4000  6640.    0.54   4.28   9.93  0.0000  0.9900         2.569         2.387         2.357         2.356         2.354  
0.120  0.0020   403.   -6.48   3.59   0.83  1.0000  1.0000        19.286        20.485        22.406        16.468        15.487  
0.120  0.0030   475.   -6.18   3.75   0.84  1.0000  1.0000        18.284        19.298        20.586        15.576        15.063  
0.120  0.0040   537.   -5.97   3.88   0.84  1.0000  1.0000        17.566        18.386        19.218        14.909        14.607  
0.120  0.0050   599.   -5.78   3.97   0.84  1.0000  1.0000        16.868        17.513        17.965        14.310        14.249  
0.120  0.0060   665.   -5.60   4.05   0.84  1.0000  1.0000        16.331        16.967        17.307        13.930        13.891  
0.120  0.0070   716.   -5.48   4.13   0.83  1.0000  1.0000        15.961        16.515        16.774        13.621        13.671  
0.120  0.0080   783.   -5.33   4.19   0.83  1.0000  1.0000        15.542        15.916        16.104        13.218        13.455  
0.120  0.0090   835.   -5.22   4.24   0.83  1.0000  1.0000        15.240        15.548        15.675        12.962        13.232  
0.120  0.0100   900.   -5.09   4.29   0.82  0.9850  1.0000        14.878        15.133        15.173        12.660        12.900  
0.120  0.0120  1273.   -4.43   4.31   0.88  0.4845  1.0000        13.841        13.022        12.744        10.935        11.749  
0.120  0.0150  1298.   -4.44   4.45   0.84  0.0000  1.0000        13.675        12.941        12.772        10.995        11.911  
0.120  0.0200  1484.   -4.22   4.59   0.83  0.0000  1.0000        13.187        12.521        12.086        10.612        11.217  
0.120  0.0300  1905.   -3.76   4.75   0.85  0.0000  1.0000        11.905        11.387        10.933         9.953        10.282  
0.120  0.0400  2204.   -3.47   4.83   0.88  0.0000  1.0000        11.218        10.649        10.237         9.467         9.616  
0.120  0.0500  2441.   -3.24   4.88   0.94  0.0000  0.9980        10.631        10.132         9.776         9.143         9.298  
0.120  0.0600  2606.   -3.08   4.91   0.99  0.0000  0.9180        10.291         9.780         9.424         8.874         9.005  
0.120  0.0700  2733.   -2.94   4.92   1.06  0.0000  0.3850        10.006         9.479         9.132         8.630         8.722  
0.120  0.0720  2753.   -2.92   4.92   1.07  0.0000  0.2270         9.958         9.430         9.084         8.590         8.678  
0.120  0.0750  2783.   -2.89   4.92   1.09  0.0000  0.0734         9.881         9.349         9.006         8.523         8.606  
0.120  0.0800  2824.   -2.84   4.93   1.12  0.0000  0.0010         9.779         9.243         8.905         8.435         8.510  
0.120  0.0900  2894.   -2.75   4.94   1.17  0.0000  0.0000         9.598         9.054         8.724         8.276         8.335  
0.120  0.1000  2949.   -2.67   4.94   1.24  0.0000  0.0000         9.421         8.873         8.550         8.119         8.170  
0.120  0.1100  3035.   -2.61   4.96   1.26  0.0000  0.0000         9.293         8.739         8.427         8.022         8.060  
0.120  0.1300  3117.   -2.49   4.96   1.37  0.0000  0.0000         9.028         8.468         8.167         7.784         7.809  
0.120  0.1500  3193.   -2.38   4.96   1.48  0.0000  0.0000         8.786         8.220         7.930         7.569         7.591  
0.120  0.1750  3251.   -2.28   4.95   1.61  0.0000  0.0000         8.545         7.976         7.692         7.348         7.369  
0.120  0.2000  3298.   -2.19   4.95   1.73  0.0000  0.0000         8.340         7.767         7.489         7.158         7.179  
0.120  0.2500  3374.   -2.03   4.93   1.97  0.0000  0.0000         7.986         7.406         7.137         6.826         6.849  
0.120  0.3000  3428.   -1.91   4.91   2.20  0.0000  0.0000         7.697         7.113         6.850         6.554         6.579  
0.120  0.3500  3476.   -1.80   4.89   2.44  0.0000  0.0000         7.436         6.848         6.589         6.306         6.336  
0.120  0.4000  3532.   -1.69   4.86   2.69  0.0000  0.0000         7.172         6.579         6.326         6.056         6.091  
0.120  0.4500  3598.   -1.57   4.83   2.97  0.0000  0.0000         6.905         6.306         6.059         5.805         5.845  
0.120  0.5000  3681.   -1.44   4.78   3.30  0.0000  0.0000         6.605         5.999         5.762         5.528         5.576  
0.120  0.5700  3883.   -1.23   4.73   3.75  0.0000  0.0000         6.168         5.544         5.335         5.151         5.218  
0.120  0.6000  3962.   -1.16   4.72   3.92  0.0000  0.0000         6.014         5.383         5.188         5.025         5.100  
0.120  0.6200  4007.   -1.12   4.71   4.03  0.0000  0.0000         5.916         5.282         5.095         4.944         5.024  
0.120  0.7000  4228.   -0.92   4.65   4.55  0.0000  0.0020         5.471         4.836         4.688         4.590         4.692  
0.120  0.7500  4423.   -0.78   4.62   4.87  0.0000  0.0280         5.165         4.550         4.432         4.375         4.484  
0.120  0.8000  4603.   -0.65   4.59   5.22  0.0000  0.1400         4.883         4.319         4.217         4.171         4.271  
0.120  0.8500  4772.   -0.53   4.55   5.61  0.0000  0.3290         4.619         4.106         4.013         3.971         4.060  
0.120  0.9000  4952.   -0.40   4.52   6.00  0.0000  0.5280         4.371         3.904         3.821         3.785         3.863  
0.120  0.9500  5114.   -0.29   4.49   6.38  0.0000  0.6850         4.147         3.721         3.645         3.612         3.682  
0.120  1.0000  5271.   -0.18   4.46   6.81  0.0000  0.7890         3.927         3.533         3.466         3.438         3.501  
0.120  1.0500  5426.   -0.08   4.42   7.28  0.0000  0.8560         3.708         3.344         3.284         3.260         3.315  
0.120  1.1000  5580.    0.03   4.38   7.76  0.0000  0.9020         3.500         3.164         3.109         3.088         3.135  
0.120  1.1500  5727.    0.12   4.35   8.23  0.0000  0.9330         3.309         2.996         2.948         2.932         2.972  
0.120  1.2000  5888.    0.22   4.33   8.68  0.0000  0.9550         3.129         2.840         2.798         2.785         2.815  
0.120  1.3000  6230.    0.39   4.29   9.45  0.0000  0.9790         2.814         2.578         2.541         2.534         2.546  
0.120  1.4000  6642.    0.55   4.27   9.93  0.0000  0.9900         2.567         2.385         2.355         2.354         2.352  
0.150  0.0030   448.   -6.30   3.76   0.83  1.0000  1.0000        18.720        19.767        21.343        15.906        15.102  
0.150  0.0040   504.   -6.09   3.88   0.83  1.0000  1.0000        17.913        18.864        19.939        15.252        14.712  
0.150  0.0050   566.   -5.89   3.98   0.83  1.0000  1.0000        17.247        18.001        18.693        14.650        14.333  
0.150  0.0060   625.   -5.72   4.07   0.83  1.0000  1.0000        16.674        17.321        17.782        14.183        14.052  
0.150  0.0070   683.   -5.57   4.14   0.82  1.0000  1.0000        16.218        16.824        17.159        13.836        13.785  
0.150  0.0080   739.   -5.44   4.20   0.82  1.0000  1.0000        15.843        16.324        16.578        13.499        13.590  
0.150  0.0090   785.   -5.34   4.26   0.81  1.0000  1.0000        15.556        15.934        16.125        13.238        13.455  
0.150  0.0100   850.   -5.20   4.30   0.81  0.9850  1.0000        15.177        15.484        15.585        12.918        13.160  
0.150  0.0120  1195.   -4.56   4.33   0.86  0.4385  1.0000        14.107        13.391        13.261        11.271        11.794  
0.150  0.0150  1194.   -4.61   4.48   0.82  0.0000  1.0000        14.142        13.513        13.463        11.448        11.897  
0.150  0.0200  1382.   -4.37   4.62   0.80  0.0000  1.0000        13.529        12.853        12.575        10.917        11.635  
0.150  0.0300  1798.   -3.90   4.78   0.81  0.0000  1.0000        12.491        11.839        11.252        10.199        10.458  
0.150  0.0400  2114.   -3.59   4.87   0.84  0.0000  1.0000        11.497        10.896        10.471         9.641         9.785  
0.150  0.0500  2368.   -3.35   4.93   0.89  0.0000  0.9950        10.872        10.362        10.004         9.327         9.501  
0.150  0.0600  2547.   -3.17   4.96   0.93  0.0000  0.8060        10.496         9.989         9.640         9.059         9.201  
0.150  0.0700  2690.   -3.03   4.98   0.99  0.0000  0.0525        10.194         9.670         9.323         8.805         8.913  
0.150  0.0720  2713.   -3.00   4.98   1.00  0.0000  0.0093        10.143         9.617         9.271         8.762         8.864  
0.150  0.0750  2746.   -2.97   4.98   1.02  0.0000  0.0002        10.067         9.537         9.195         8.698         8.793  
0.150  0.0800  2792.   -2.92   4.99   1.04  0.0000  0.0000         9.964         9.430         9.092         8.611         8.699  
0.150  0.0900  2871.   -2.82   4.99   1.10  0.0000  0.0000         9.764         9.221         8.891         8.436         8.505  
0.150  0.1000  2934.   -2.74   4.99   1.16  0.0000  0.0000         9.581         9.033         8.710         8.274         8.331  
0.150  0.1100  3016.   -2.68   5.02   1.18  0.0000  0.0000         9.457         8.902         8.590         8.179         8.225  
0.150  0.1300  3101.   -2.55   5.02   1.29  0.0000  0.0000         9.178         8.617         8.316         7.928         7.956  
0.150  0.1500  3183.   -2.44   5.01   1.39  0.0000  0.0000         8.929         8.364         8.073         7.709         7.733  
0.150  0.1750  3248.   -2.33   5.01   1.51  0.0000  0.0000         8.683         8.114         7.831         7.485         7.507  
0.150  0.2000  3298.   -2.23   4.99   1.65  0.0000  0.0000         8.452         7.880         7.603         7.270         7.292  
0.150  0.2500  3374.   -2.07   4.97   1.89  0.0000  0.0000         8.084         7.506         7.237         6.925         6.948  
0.150  0.3000  3432.   -1.95   4.95   2.11  0.0000  0.0000         7.788         7.206         6.943         6.647         6.673  
0.150  0.3500  3481.   -1.83   4.93   2.34  0.0000  0.0000         7.520         6.934         6.676         6.392         6.423  
0.150  0.4000  3538.   -1.72   4.90   2.59  0.0000  0.0000         7.247         6.656         6.403         6.134         6.169  
0.150  0.4500  3610.   -1.59   4.86   2.88  0.0000  0.0000         6.961         6.363         6.117         5.865         5.905  
0.150  0.5000  3693.   -1.45   4.80   3.23  0.0000  0.0000         6.647         6.041         5.805         5.573         5.622  
0.150  0.5700  3847.   -1.27   4.75   3.67  0.0000  0.0000         6.247         5.627         5.412         5.218         5.281  
0.150  0.6000  3912.   -1.20   4.73   3.86  0.0000  0.0000         6.085         5.459         5.255         5.079         5.148  
0.150  0.6200  3968.   -1.14   4.71   4.00  0.0000  0.0000         5.964         5.333         5.139         4.978         5.053  
0.150  0.7000  4222.   -0.92   4.65   4.57  0.0000  0.0020         5.469         4.834         4.684         4.586         4.687  
0.150  0.7500  4419.   -0.78   4.62   4.89  0.0000  0.0276         5.160         4.545         4.427         4.369         4.479  
0.150  0.8000  4603.   -0.65   4.59   5.23  0.0000  0.1400         4.879         4.315         4.212         4.167         4.266  
0.150  0.8500  4774.   -0.52   4.55   5.62  0.0000  0.3280         4.613         4.102         4.008         3.967         4.055  
0.150  0.9000  4953.   -0.40   4.52   6.01  0.0000  0.5280         4.367         3.900         3.818         3.782         3.860  
0.150  0.9500  5114.   -0.29   4.49   6.40  0.0000  0.6850         4.143         3.717         3.641         3.607         3.678  
0.150  1.0000  5277.   -0.18   4.46   6.81  0.0000  0.7890         3.921         3.528         3.461         3.434         3.496  
0.150  1.0500  5435.   -0.07   4.42   7.29  0.0000  0.8560         3.700         3.337         3.278         3.254         3.309  
0.150  1.1000  5582.    0.03   4.38   7.76  0.0000  0.9020         3.498         3.162         3.107         3.086         3.133  
0.150  1.1500  5733.    0.13   4.35   8.24  0.0000  0.9330         3.303         2.991         2.943         2.927         2.966  
0.150  1.2000  5893.    0.22   4.32   8.69  0.0000  0.9550         3.124         2.836         2.793         2.781         2.811  
0.150  1.3000  6232.    0.39   4.28   9.47  0.0000  0.9790         2.809         2.574         2.536         2.529         2.541  
0.150  1.4000  6642.    0.55   4.27   9.96  0.0000  0.9900         2.561         2.378         2.349         2.347         2.345  
0.200  0.0030   416.   -6.43   3.77   0.82  1.0000  1.0000        19.235        20.319        22.238        16.292        15.151  
0.200  0.0040   474.   -6.20   3.89   0.82  1.0000  1.0000        18.379        19.364        20.744        15.598        14.781  
0.200  0.0050   525.   -6.03   3.99   0.82  1.0000  1.0000        17.717        18.597        19.579        15.060        14.430  
0.200  0.0060   580.   -5.86   4.08   0.82  1.0000  1.0000        17.128        17.834        18.519        14.541        14.201  
0.200  0.0070   625.   -5.74   4.15   0.81  1.0000  1.0000        16.726        17.360        17.896        14.216        13.990  
0.200  0.0080   679.   -5.60   4.21   0.81  1.0000  1.0000        16.300        16.886        17.282        13.890        13.776  
0.200  0.0090   733.   -5.47   4.27   0.80  1.0000  1.0000        15.926        16.412        16.701        13.570        13.607  
0.200  0.0100   783.   -5.36   4.32   0.80  0.9800  1.0000        15.599        15.990        16.192        13.285        13.469  
0.200  0.0120  1083.   -4.76   4.36   0.83  0.3945  1.0000        14.256        14.011        14.022        11.873        12.195  
0.200  0.0150  1070.   -4.82   4.50   0.79  0.0000  1.0000        14.286        14.239        14.266        12.101        12.285  
0.200  0.0200  1266.   -4.55   4.64   0.78  0.0000  1.0000        13.867        13.257        13.214        11.352        12.065  
0.200  0.0300  1667.   -4.07   4.82   0.78  0.0000  1.0000        13.277        12.404        11.594        10.275        10.489  
0.200  0.0400  2004.   -3.73   4.92   0.80  0.0000  1.0000        11.926        11.230        10.746         9.841         9.946  
0.200  0.0500  2259.   -3.48   4.98   0.83  0.0000  0.9890        11.236        10.683        10.308         9.560         9.729  
0.200  0.0600  2464.   -3.29   5.02   0.87  0.0000  0.5610        10.763        10.258         9.920         9.290         9.453  
0.200  0.0700  2619.   -3.14   5.05   0.91  0.0000  0.0000        10.448         9.930         9.589         9.039         9.182  
0.200  0.0720  2645.   -3.12   5.05   0.92  0.0000  0.0000        10.399         9.878         9.538         8.999         9.132  
0.200  0.0750  2682.   -3.08   5.06   0.94  0.0000  0.0000        10.323         9.797         9.458         8.934         9.054  
0.200  0.0800  2737.   -3.03   5.06   0.96  0.0000  0.0000        10.207         9.676         9.340         8.837         8.943  
0.200  0.0900  2829.   -2.92   5.07   1.01  0.0000  0.0000         9.993         9.453         9.125         8.653         8.741  
0.200  0.1000  2903.   -2.83   5.07   1.06  0.0000  0.0000         9.802         9.254         8.931         8.484         8.553  
0.200  0.1100  2990.   -2.76   5.09   1.09  0.0000  0.0000         9.650         9.095         8.783         8.363         8.420  
0.200  0.1300  3082.   -2.63   5.08   1.20  0.0000  0.0000         9.361         8.801         8.499         8.106         8.142  
0.200  0.1500  3167.   -2.51   5.07   1.30  0.0000  0.0000         9.098         8.533         8.242         7.873         7.901  
0.200  0.1750  3241.   -2.38   5.05   1.43  0.0000  0.0000         8.807         8.239         7.956         7.607         7.632  
0.200  0.2000  3294.   -2.28   5.04   1.56  0.0000  0.0000         8.575         8.003         7.726         7.392         7.415  
0.200  0.2500  3374.   -2.11   5.01   1.81  0.0000  0.0000         8.177         7.599         7.331         7.019         7.042  
0.200  0.3000  3436.   -1.97   4.98   2.04  0.0000  0.0000         7.854         7.273         7.010         6.714         6.740  
0.200  0.3500  3483.   -1.86   4.96   2.27  0.0000  0.0000         7.583         6.998         6.740         6.456         6.487  
0.200  0.4000  3538.   -1.74   4.92   2.53  0.0000  0.0000         7.300         6.710         6.457         6.188         6.222  
0.200  0.4500  3607.   -1.60   4.87   2.83  0.0000  0.0000         6.999         6.403         6.156         5.903         5.943  
0.200  0.5000  3676.   -1.47   4.82   3.17  0.0000  0.0000         6.700         6.097         5.859         5.622         5.669  
0.200  0.5700  3819.   -1.28   4.75   3.65  0.0000  0.0000         6.279         5.661         5.441         5.241         5.301  
0.200  0.6000  3897.   -1.20   4.72   3.87  0.0000  0.0000         6.089         5.463         5.257         5.077         5.145  
0.200  0.6200  3958.   -1.14   4.71   4.01  0.0000  0.0000         5.963         5.332         5.137         4.973         5.048  
0.200  0.7000  4215.   -0.92   4.65   4.58  0.0000  0.0018         5.467         4.831         4.680         4.581         4.682  
0.200  0.7500  4419.   -0.78   4.62   4.90  0.0000  0.0273         5.156         4.540         4.422         4.365         4.474  
0.200  0.8000  4604.   -0.65   4.59   5.25  0.0000  0.1390         4.872         4.308         4.206         4.160         4.260  
0.200  0.8500  4774.   -0.52   4.55   5.64  0.0000  0.3280         4.609         4.097         4.004         3.962         4.050  
0.200  0.9000  4951.   -0.40   4.52   6.02  0.0000  0.5280         4.364         3.897         3.814         3.778         3.856  
0.200  0.9500  5120.   -0.29   4.49   6.41  0.0000  0.6850         4.135         3.710         3.635         3.601         3.671  
0.200  1.0000  5286.   -0.18   4.45   6.83  0.0000  0.7890         3.911         3.520         3.453         3.426         3.488  
0.200  1.0500  5439.   -0.07   4.42   7.30  0.0000  0.8560         3.694         3.332         3.273         3.249         3.304  
0.200  1.1000  5586.    0.03   4.38   7.78  0.0000  0.9020         3.491         3.156         3.102         3.081         3.127  
0.200  1.1500  5737.    0.13   4.35   8.26  0.0000  0.9330         3.297         2.986         2.938         2.922         2.961  
0.200  1.2000  5897.    0.22   4.32   8.71  0.0000  0.9550         3.118         2.831         2.788         2.775         2.806  
0.200  1.3000  6233.    0.40   4.28   9.50  0.0000  0.9790         2.803         2.567         2.530         2.523         2.535  
0.200  1.4000  6642.    0.55   4.27  10.00  0.0000  0.9900         2.552         2.370         2.340         2.338         2.336  
0.300  0.0040   422.   -6.42   3.91   0.81  1.0000  1.0000        19.262        20.277        22.232        16.226        14.905  
0.300  0.0050   474.   -6.22   4.01   0.81  1.0000  1.0000        18.467        19.424        20.884        15.625        14.574  
0.300  0.0060   519.   -6.07   4.09   0.80  1.0000  1.0000        17.864        18.722        19.859        15.147        14.364  
0.300  0.0070   566.   -5.93   4.17   0.80  1.0000  1.0000        17.363        18.086        18.969        14.716        14.170  
0.300  0.0080   608.   -5.80   4.23   0.79  1.0000  1.0000        16.916        17.549        18.216        14.353        13.984  
0.300  0.0090   653.   -5.69   4.29   0.79  1.0000  1.0000        16.575        17.163        17.710        14.091        13.824  
0.300  0.0100   703.   -5.56   4.34   0.78  0.9800  1.0000        16.174        16.698        17.074        13.777        13.683  
0.300  0.0120   915.   -5.09   4.40   0.80  0.3580  1.0000        14.868        15.119        15.119        12.656        12.849  
0.300  0.0150   924.   -5.11   4.53   0.77  0.0000  1.0000        14.901        15.176        15.152        12.711        12.839  
0.300  0.0200  1100.   -4.82   4.67   0.75  0.0000  1.0000        14.262        14.201        14.265        12.129        12.312  
0.300  0.0300  1489.   -4.31   4.86   0.74  0.0000  1.0000        13.409        12.727        12.389        10.874        11.528  
0.300  0.0400  1823.   -3.95   4.98   0.75  0.0000  1.0000        12.611        11.983        11.437        10.371        10.540  
0.300  0.0500  2099.   -3.68   5.05   0.77  0.0000  0.9750        11.722        11.116        10.717         9.860        10.008  
